,sample_id,inhibitor,auc
2830,13-00123,INK-128,94.1460344296874
2831,13-00123,Idelalisib,144.816930977613
2832,13-00123,Imatinib,233.378552705467
2833,13-00123,JAK Inhibitor I,151.954824783154
2834,13-00123,JNJ-28312141,67.9327314516815
2835,13-00123,JNJ-38877605,264.510749690272
2836,13-00123,JNJ-7706621,284.758573399169
2837,13-00123,JNK Inhibitor II,178.820258768177
2838,13-00123,KI20227,245.060353653139
2839,13-00123,KN92,189.188321856087
2840,13-00123,KN93,207.22941790714
2841,13-00123,KU-55933,237.8831986954
2842,13-00123,KW-2449,203.615706337212
2843,13-00123,LY-333531,212.664246747589
2844,13-00123,LY294002,106.283900716534
2845,13-00123,Lapatinib,238.410230535163
2846,13-00123,Lestaurtinib (CEP-701),145.143274324734
2847,13-00123,Linifanib (ABT-869),146.578663808097
2848,13-00123,MGCD-265,190.787432152408
2849,13-00123,MK-2206,162.508940288216
2850,13-00123,MLN120B,190.073118530245
2851,13-00123,MLN8054,252.789798819257
2852,13-00123,Masitinib (AB-1010),146.020152086944
2853,13-00123,Midostaurin,156.564075097875
2854,13-00123,Motesanib (AMG-706),210.463457132886
2855,13-00123,NF-kB Activation Inhibitor,166.054126640226
2856,13-00123,NVP-TAE684,178.401748784669
2857,13-00123,Neratinib (HKI-272),189.133427851868
2859,13-00123,PD173955,214.318967576865
2860,13-00123,PHA-665752,215.727015652217
2861,13-00123,PHT-427,285.030938391627
2862,13-00123,PI-103,90.5432037720553
2864,13-00123,PP2,230.522658432698
2865,13-00123,PP242,105.86905014432
2866,13-00123,PRT062607,130.66620363179
2868,13-00123,Pelitinib (EKB-569),158.273479303869
2871,13-00123,RAF265 (CHIR-265),172.86808729649
2872,13-00123,Rapamycin,157.881546343717
2873,13-00123,Regorafenib (BAY 73-4506),180.161004774194
2874,13-00123,Roscovitine (CYC-202),286.327943276273
2875,13-00123,Ruxolitinib (INCB018424),271.70963308424
2876,13-00123,S31-201,155.751318474441
2877,13-00123,SB-202190,171.921590677095
2878,13-00123,SB-203580,178.812156506023
2879,13-00123,SB-431542,231.353730871771
2880,13-00123,SGX-523,248.318387815327
2881,13-00123,SNS-032 (BMS-387032),137.613057133202
2882,13-00123,STO609,213.934259541864
2883,13-00123,SU11274,224.47832142093
2884,13-00123,Saracatinib (AZD0530),149.448449782674
2885,13-00123,Selumetinib (AZD6244),178.575747665114
2887,13-00123,Staurosporine,260.444736148593
2889,13-00123,TG100-115,215.832834990314
2890,13-00123,TG101348,135.611245985026
2891,13-00123,Tandutinib (MLN518),137.876953521645
2892,13-00123,Tivozanib (AV-951),112.510774229952
2893,13-00123,Tofacitinib (CP-690550),187.735826540003
2894,13-00123,Tozasertib (VX-680),174.951734303517
2895,13-00123,Trametinib (GSK1120212),91.9888802094648
2896,13-00123,VX-745,151.362921059101
2897,13-00123,Vandetanib (ZD6474),187.08831377837
2898,13-00123,Vargetef,155.14339714658
2899,13-00123,Vatalanib (PTK787),192.455101826727
2900,13-00123,Vismodegib (GDC-0449),286.327943276273
2901,13-00123,XAV-939,160.705113104178
2902,13-00123,YM-155,284.320896374235
2903,13-00123,p38 MAP Kinase Inhibitor,182.223257645233
2904,13-00147,17-AAG (Tanespimycin),131.931243319862
2905,13-00147,A-674563,242.815583325018
2906,13-00147,ABT-737,249.334035990342
2907,13-00147,AKT Inhibitor IV,90.4064289264193
2908,13-00147,AMPK Inhibitor,102.733445103792
2909,13-00147,AT7519,177.149030817116
2910,13-00147,AZD1152-HQPA (AZD2811),191.398718312009
2911,13-00147,AZD1480,270.866909898584
2912,13-00147,Afatinib (BIBW-2992),206.230447305817
2913,13-00147,Alisertib (MLN8237),176.841441898037
2914,13-00147,Axitinib (AG-013736),196.699955942059
2915,13-00147,BEZ235,160.407775868188
2916,13-00147,BI-2536,176.861059365543
2917,13-00147,BMS-345541,242.882258793781
2918,13-00147,Bortezomib (Velcade),262.850503618307
2919,13-00147,Bosutinib (SKI-606),167.755225702725
2920,13-00147,CHIR-99021,232.412661793988
2921,13-00147,CI-1040 (PD184352),205.013735939109
2922,13-00147,CYT387,114.063758839555
2923,13-00147,Cabozantinib,81.960023800034
2924,13-00147,Canertinib (CI-1033),217.373598958107
2925,13-00147,Cediranib (AZD2171),286.327943276273
2928,13-00147,Doramapimod (BIRB 796),35.88411111043
2929,13-00147,Dovitinib (CHIR-258),71.5129044221049
2930,13-00147,Elesclomol,75.8792514284909
2931,13-00147,Erlotinib,148.014253077856
2932,13-00147,Flavopiridol,268.529009734271
2933,13-00147,Foretinib (XL880),70.521499780071
2934,13-00147,GDC-0879,286.327943276273
2935,13-00147,GDC-0941,177.797769301041
2936,13-00147,GSK-1838705A,227.1970456824
2938,13-00147,GSK690693,230.745879371951
2939,13-00147,GW-2580,138.071728019558
2941,13-00147,Go6976,135.519702067861
2942,13-00147,H-89,196.522386606746
2943,13-00147,INK-128,98.0095095304195
2944,13-00147,Idelalisib,109.622142560959
2945,13-00147,Imatinib,204.220040033974
2946,13-00147,JAK Inhibitor I,163.484442326458
2947,13-00147,JNJ-28312141,112.195204806252
2948,13-00147,JNJ-38877605,196.761444688456
2949,13-00147,JNJ-7706621,200.694380103729
2950,13-00147,JNK Inhibitor II,127.845123299319
2951,13-00147,KI20227,286.327943276273
2952,13-00147,KN92,127.093667976384
2953,13-00147,KN93,190.892150328594
2954,13-00147,KU-55933,209.540145650596
2955,13-00147,KW-2449,208.944195735464
2956,13-00147,LY-333531,155.846308847364
2957,13-00147,LY294002,99.9994056828934
2958,13-00147,Lapatinib,237.445790656758
2959,13-00147,Linifanib (ABT-869),240.193207263926
2960,13-00147,MGCD-265,175.320892057324
2961,13-00147,MK-2206,283.351616979122
2962,13-00147,MLN120B,253.023837855943
2963,13-00147,MLN8054,229.357502419273
2964,13-00147,Masitinib (AB-1010),203.153640249848
2965,13-00147,Motesanib (AMG-706),278.408952247616
2966,13-00147,NF-kB Activation Inhibitor,92.618407685582
2967,13-00147,NVP-TAE684,164.664452275321
2968,13-00147,Neratinib (HKI-272),139.72418659896
2969,13-00147,Nilotinib,275.828658393385
2970,13-00147,PD173955,277.865172525178
2971,13-00147,PHA-665752,222.33671013426
2972,13-00147,PHT-427,286.327943276273
2973,13-00147,PI-103,89.9226853675051
2975,13-00147,PP2,143.857498231056
2976,13-00147,PP242,164.639717853332
2977,13-00147,PRT062607,185.089969397176
2979,13-00147,Pelitinib (EKB-569),119.915969679222
2982,13-00147,RAF265 (CHIR-265),128.142056311749
2983,13-00147,Rapamycin,111.066205121048
2984,13-00147,Regorafenib (BAY 73-4506),140.216577841631
2985,13-00147,Roscovitine (CYC-202),238.339870265396
2986,13-00147,Ruxolitinib (INCB018424),263.349674237076
2987,13-00147,S31-201,145.308103194606
2988,13-00147,SB-202190,60.8949612488217
2989,13-00147,SB-203580,68.4572952590286
2990,13-00147,SB-431542,201.546866212018
2991,13-00147,SGX-523,275.30814292011
2992,13-00147,SNS-032 (BMS-387032),114.663407287686
2993,13-00147,STO609,200.850440151587
2994,13-00147,SU11274,187.452974229754
2995,13-00147,Saracatinib (AZD0530),132.970191136463
2996,13-00147,Selumetinib (AZD6244),278.582729423748
2998,13-00147,Staurosporine,262.703274408113
3000,13-00147,TG100-115,235.24257467623
3001,13-00147,TG101348,155.969638349808
3002,13-00147,Tandutinib (MLN518),113.296191907629
3003,13-00147,Tivozanib (AV-951),58.4976922624234
3004,13-00147,Tofacitinib (CP-690550),164.064396544963
3005,13-00147,Tozasertib (VX-680),134.920411301234
3006,13-00147,Trametinib (GSK1120212),151.020762103539
3007,13-00147,VX-745,95.5767790674782
3008,13-00147,Vandetanib (ZD6474),191.449105915236
3009,13-00147,Vargetef,139.127810780435
3010,13-00147,Vatalanib (PTK787),193.844870877216
3011,13-00147,Vismodegib (GDC-0449),286.327943276273
3012,13-00147,XAV-939,137.301933403118
3013,13-00147,YM-155,286.327943276273
3014,13-00147,p38 MAP Kinase Inhibitor,128.959951791019
3015,13-00149,17-AAG (Tanespimycin),206.364787119536
3016,13-00149,A-674563,232.709042948578
3017,13-00149,ABT-737,206.33724938787
3018,13-00149,AKT Inhibitor IV,130.027334533414
3019,13-00149,AMPK Inhibitor,216.302985899423
3020,13-00149,AT7519,194.037963475886
3021,13-00149,AZD1152-HQPA (AZD2811),252.846488934448
3022,13-00149,AZD1480,259.133401177548
3023,13-00149,Afatinib (BIBW-2992),185.28037101466
3024,13-00149,Alisertib (MLN8237),234.334972395822
3025,13-00149,Axitinib (AG-013736),218.26505104924
3026,13-00149,BEZ235,217.660681011399
3027,13-00149,BI-2536,163.861178856132
3028,13-00149,BMS-345541,218.491116096847
3030,13-00149,Bosutinib (SKI-606),166.864061359034
3031,13-00149,CHIR-99021,255.527132121779
3032,13-00149,CI-1040 (PD184352),252.620797908074
3033,13-00149,CYT387,189.937683230242
3034,13-00149,Cabozantinib,250.592594124532
3035,13-00149,Canertinib (CI-1033),203.925914939166
3036,13-00149,Cediranib (AZD2171),278.390244988426
3038,13-00149,Crizotinib (PF-2341066),215.739846365325
3040,13-00149,Doramapimod (BIRB 796),176.36868608164
3041,13-00149,Dovitinib (CHIR-258),185.0493439518
3042,13-00149,Elesclomol,62.4352888923451
3043,13-00149,Erlotinib,202.002380073118
3044,13-00149,Flavopiridol,230.96753717656
3045,13-00149,Foretinib (XL880),174.716762590201
3046,13-00149,GDC-0879,282.166162726071
3047,13-00149,GDC-0941,223.304008738925
3048,13-00149,GSK-1838705A,204.569870329442
3049,13-00149,GSK-1904529A,236.175704484721
3050,13-00149,GSK690693,227.213015046601
3051,13-00149,GW-2580,197.505262914633
3052,13-00149,Gefitinib,238.59456869017
3053,13-00149,Go6976,210.695609142437
3054,13-00149,H-89,255.11682761829
3055,13-00149,INK-128,196.300973188745
3056,13-00149,Ibrutinib (PCI-32765),286.110206158561
3057,13-00149,Idelalisib,221.450246712019
3058,13-00149,Imatinib,230.956964261734
3059,13-00149,JAK Inhibitor I,217.724987472102
3060,13-00149,JNJ-28312141,193.164324999576
3061,13-00149,JNJ-38877605,240.469699417874
3062,13-00149,JNJ-7706621,272.632683721512
3063,13-00149,JNK Inhibitor II,222.070107285924
3064,13-00149,KI20227,265.468491315875
3065,13-00149,KN92,225.359742896047
3066,13-00149,KN93,218.3504578019
3067,13-00149,KU-55933,200.378098370338
3068,13-00149,KW-2449,242.432223259232
3069,13-00149,LY-333531,199.618004483757
3070,13-00149,LY294002,190.148324410798
3072,13-00149,Lestaurtinib (CEP-701),186.622970937012
3073,13-00149,Linifanib (ABT-869),260.297542557534
3074,13-00149,MGCD-265,258.855941110264
3075,13-00149,MK-2206,256.758686858292
3076,13-00149,MLN120B,241.767722862611
3077,13-00149,MLN8054,238.042845215516
3078,13-00149,Masitinib (AB-1010),204.806784112965
3079,13-00149,Midostaurin,256.892521167786
3080,13-00149,Motesanib (AMG-706),275.321650034665
3081,13-00149,NF-kB Activation Inhibitor,120.502814948993
3082,13-00149,NVP-ADW742,244.712045979762
3083,13-00149,NVP-TAE684,163.231757072892
3084,13-00149,Neratinib (HKI-272),136.18043421626
3085,13-00149,Nilotinib,263.523129314887
3086,13-00149,PD173955,238.717612761082
3087,13-00149,PHA-665752,199.987343816625
3088,13-00149,PHT-427,286.327943276273
3089,13-00149,PI-103,190.352972418157
3090,13-00149,PLX-4720,228.015073850649
3091,13-00149,PP2,222.682795496011
3092,13-00149,PP242,208.208445596398
3093,13-00149,PRT062607,214.471707556066
3094,13-00149,Pazopanib (GW786034),209.222906845772
3095,13-00149,Pelitinib (EKB-569),178.033728539074
3098,13-00149,RAF265 (CHIR-265),123.967808810903
3099,13-00149,Rapamycin,210.842915949857
3100,13-00149,Regorafenib (BAY 73-4506),224.03808078112
3101,13-00149,Roscovitine (CYC-202),262.172884342255
3102,13-00149,Ruxolitinib (INCB018424),268.363848720191
3103,13-00149,S31-201,261.637892128761
3104,13-00149,SB-202190,206.452637573189
3105,13-00149,SB-203580,205.820873334341
3106,13-00149,SB-431542,240.969122872827
3107,13-00149,SGX-523,269.749087558629
3108,13-00149,SNS-032 (BMS-387032),155.243951145441
3109,13-00149,STO609,236.599991188242
3110,13-00149,SU11274,222.739413112574
3111,13-00149,Saracatinib (AZD0530),204.480817732133
3112,13-00149,Selumetinib (AZD6244),283.068458890833
3114,13-00149,Staurosporine,240.832867165801
3115,13-00149,Sunitinib,211.202480150371
3116,13-00149,TG100-115,251.214764769769
3117,13-00149,TG101348,168.41392455387
3118,13-00149,Tandutinib (MLN518),250.665395573134
3119,13-00149,Tivozanib (AV-951),199.92049954322
3120,13-00149,Tofacitinib (CP-690550),219.205524788473
3121,13-00149,Tozasertib (VX-680),220.064866226996
3122,13-00149,Trametinib (GSK1120212),227.912676260742
3123,13-00149,VX-745,222.482850227893
3124,13-00149,Vandetanib (ZD6474),204.981447102566
3125,13-00149,Vargetef,213.237126116737
3126,13-00149,Vatalanib (PTK787),223.03790887062
3127,13-00149,Vismodegib (GDC-0449),285.528596816803
3128,13-00149,XAV-939,237.81856717095
3129,13-00149,YM-155,285.964169214055
3130,13-00149,p38 MAP Kinase Inhibitor,223.329753024162
3131,13-00157,17-AAG (Tanespimycin),140.617966572368
3132,13-00157,A-674563,174.518875185397
3133,13-00157,ABT-737,186.604629784736
3134,13-00157,AKT Inhibitor IV,74.0401274726415
3135,13-00157,AMPK Inhibitor,206.974093290968
3136,13-00157,AT7519,140.385172010671
3137,13-00157,AZD1152-HQPA (AZD2811),252.856221492892
3138,13-00157,AZD1480,164.806057689025
3139,13-00157,Afatinib (BIBW-2992),197.587289187976
3140,13-00157,Alisertib (MLN8237),210.560000675731
3141,13-00157,Axitinib (AG-013736),172.546556406208
3142,13-00157,BEZ235,115.195794380538
3143,13-00157,BI-2536,136.296796230109
3144,13-00157,BMS-345541,208.015099154791
3145,13-00157,Bortezomib (Velcade),112.3955639601
3146,13-00157,Bosutinib (SKI-606),186.936362588056
3147,13-00157,CHIR-99021,246.662669690219
3148,13-00157,CI-1040 (PD184352),182.057658260371
3149,13-00157,CYT387,147.239910217357
3150,13-00157,Cabozantinib,157.456466793093
3151,13-00157,Canertinib (CI-1033),222.27414828327
3152,13-00157,Cediranib (AZD2171),249.452603244485
3156,13-00157,Doramapimod (BIRB 796),156.504056875795
3157,13-00157,Dovitinib (CHIR-258),136.002896288484
3158,13-00157,Elesclomol,30.223877974832
3160,13-00157,Flavopiridol,112.990434981965
3161,13-00157,Foretinib (XL880),159.047368331285
3162,13-00157,GDC-0879,285.998238232366
3163,13-00157,GDC-0941,175.307589591044
3164,13-00157,GSK-1838705A,230.006540504722
3166,13-00157,GSK690693,285.395990262376
3168,13-00157,Gefitinib,231.525768150758
3169,13-00157,Go6976,151.947381819756
3170,13-00157,H-89,215.22802164172
3171,13-00157,INK-128,134.22834369576
3172,13-00157,Idelalisib,175.937728883655
3173,13-00157,Imatinib,219.756666163919
3174,13-00157,JAK Inhibitor I,124.101855570636
3175,13-00157,JNJ-28312141,178.049559804448
3176,13-00157,JNJ-38877605,245.842417285305
3177,13-00157,JNJ-7706621,182.883447082546
3178,13-00157,JNK Inhibitor II,154.460663443385
3179,13-00157,KI20227,168.520856680032
3180,13-00157,KN92,190.364509080074
3181,13-00157,KN93,178.832134718754
3182,13-00157,KU-55933,253.017131812362
3183,13-00157,KW-2449,245.634829844317
3184,13-00157,LY-333531,229.722670259356
3185,13-00157,LY294002,109.514767569705
3186,13-00157,Lapatinib,203.93481405614
3187,13-00157,Lestaurtinib (CEP-701),178.912702294655
3188,13-00157,Linifanib (ABT-869),170.48258701867
3189,13-00157,MGCD-265,179.430810814245
3190,13-00157,MK-2206,186.144980388847
3191,13-00157,MLN120B,214.182009557545
3192,13-00157,MLN8054,237.057770676752
3193,13-00157,Masitinib (AB-1010),197.073390598808
3194,13-00157,Midostaurin,189.150663159718
3195,13-00157,Motesanib (AMG-706),176.933420925496
3196,13-00157,NF-kB Activation Inhibitor,172.896402010894
3198,13-00157,NVP-TAE684,249.965473230166
3199,13-00157,Neratinib (HKI-272),243.33587142702
3201,13-00157,PD173955,179.84841931641
3202,13-00157,PHA-665752,267.383883550648
3203,13-00157,PHT-427,275.279448268072
3204,13-00157,PI-103,129.937606069252
3206,13-00157,PP2,169.983237605919
3207,13-00157,PP242,107.914808904022
3208,13-00157,PRT062607,167.17954050008
3210,13-00157,Pelitinib (EKB-569),210.119906126573
3213,13-00157,RAF265 (CHIR-265),138.313360215174
3215,13-00157,Regorafenib (BAY 73-4506),171.087655717089
3216,13-00157,Roscovitine (CYC-202),198.793589172707
3217,13-00157,Ruxolitinib (INCB018424),223.099811196413
3218,13-00157,S31-201,186.496309377049
3219,13-00157,SB-202190,151.923538414344
3220,13-00157,SB-203580,145.501570588516
3221,13-00157,SB-431542,225.470868534939
3222,13-00157,SGX-523,263.081911122797
3223,13-00157,SNS-032 (BMS-387032),73.0760585691912
3224,13-00157,STO609,209.157895594673
3225,13-00157,SU11274,210.021252347258
3226,13-00157,Saracatinib (AZD0530),167.369723025963
3227,13-00157,Selumetinib (AZD6244),165.941339932828
3229,13-00157,Staurosporine,177.489425339501
3231,13-00157,TG100-115,234.449217095322
3232,13-00157,TG101348,121.029457324597
3233,13-00157,Tandutinib (MLN518),138.755287421792
3234,13-00157,Tivozanib (AV-951),154.885662628021
3235,13-00157,Tofacitinib (CP-690550),168.298238712821
3236,13-00157,Tozasertib (VX-680),157.352015480418
3237,13-00157,Trametinib (GSK1120212),81.5361099374285
3238,13-00157,VX-745,175.86184699916
3239,13-00157,Vandetanib (ZD6474),191.876999801439
3240,13-00157,Vargetef,208.16410944342
3241,13-00157,Vatalanib (PTK787),156.216807186822
3242,13-00157,Vismodegib (GDC-0449),229.538797145207
3243,13-00157,XAV-939,176.554862622025
3244,13-00157,YM-155,215.958416592246
3245,13-00157,p38 MAP Kinase Inhibitor,181.756597108536
3246,13-00160,17-AAG (Tanespimycin),138.398994495876
3247,13-00160,A-674563,241.962047179325
3248,13-00160,ABT-737,208.885021727441
3249,13-00160,AKT Inhibitor IV,113.02537802787
3250,13-00160,AMPK Inhibitor,200.725688480529
3251,13-00160,AT7519,137.919703145531
3252,13-00160,AZD1152-HQPA (AZD2811),170.44152603373
3253,13-00160,AZD1480,262.159419897771
3254,13-00160,Afatinib (BIBW-2992),164.377870424093
3255,13-00160,Alisertib (MLN8237),190.814992756038
3256,13-00160,Axitinib (AG-013736),173.473534803478
3257,13-00160,BEZ235,144.119638686034
3258,13-00160,BI-2536,123.171538297867
3259,13-00160,BMS-345541,223.578036709481
3260,13-00160,Bortezomib (Velcade),154.601048994876
3261,13-00160,Bosutinib (SKI-606),178.192178803629
3262,13-00160,CHIR-99021,270.33958574751
3263,13-00160,CI-1040 (PD184352),188.144069479451
3264,13-00160,CYT387,156.126188071236
3265,13-00160,Cabozantinib,188.91314544882
3266,13-00160,Canertinib (CI-1033),195.46628252481
3267,13-00160,Cediranib (AZD2171),228.975615952736
3269,13-00160,Crizotinib (PF-2341066),164.381949489663
3271,13-00160,Doramapimod (BIRB 796),120.835092304994
3272,13-00160,Dovitinib (CHIR-258),172.274065900511
3273,13-00160,Elesclomol,46.9342991764539
3275,13-00160,Flavopiridol,170.302574504976
3276,13-00160,Foretinib (XL880),128.517007077174
3277,13-00160,GDC-0879,274.864111399444
3278,13-00160,GDC-0941,153.669978810106
3279,13-00160,GSK-1838705A,182.270865627454
3280,13-00160,GSK-1904529A,212.116635209281
3281,13-00160,GSK690693,191.548903507162
3282,13-00160,GW-2580,190.099450590685
3283,13-00160,Gefitinib,227.13000127944
3284,13-00160,Go6976,167.145120861854
3285,13-00160,H-89,235.056931047596
3286,13-00160,INK-128,117.746028989798
3287,13-00160,Ibrutinib (PCI-32765),261.785975607846
3288,13-00160,Idelalisib,183.375550947867
3289,13-00160,Imatinib,211.740529395594
3290,13-00160,JAK Inhibitor I,156.740051108073
3291,13-00160,JNJ-28312141,142.427467185297
3292,13-00160,JNJ-38877605,211.096760774027
3293,13-00160,JNJ-7706621,243.704383389469
3294,13-00160,JNK Inhibitor II,175.671284938305
3295,13-00160,KI20227,221.04831011355
3296,13-00160,KN92,220.054674472384
3297,13-00160,KN93,197.683034208109
3298,13-00160,KU-55933,179.661471298162
3299,13-00160,KW-2449,171.695818542137
3300,13-00160,LY-333531,197.935533623888
3301,13-00160,LY294002,142.239675485499
3302,13-00160,Lapatinib,222.685606632962
3303,13-00160,Lestaurtinib (CEP-701),181.127531986315
3304,13-00160,Linifanib (ABT-869),183.484839709207
3305,13-00160,MGCD-265,243.821128375626
3306,13-00160,MK-2206,209.070943484198
3307,13-00160,MLN120B,240.004787346295
3308,13-00160,MLN8054,212.924157235383
3309,13-00160,Masitinib (AB-1010),189.408303100521
3310,13-00160,Midostaurin,245.0228683725
3311,13-00160,Motesanib (AMG-706),238.684692312154
3312,13-00160,NF-kB Activation Inhibitor,179.744901507343
3313,13-00160,NVP-ADW742,173.248784025619
3314,13-00160,NVP-TAE684,168.208549316315
3315,13-00160,Neratinib (HKI-272),172.565572095249
3317,13-00160,PD173955,222.632570241968
3318,13-00160,PHA-665752,187.306465193575
3319,13-00160,PHT-427,279.223667992525
3320,13-00160,PI-103,111.9285120788
3321,13-00160,PLX-4720,214.268529951084
3322,13-00160,PP2,210.243112845218
3323,13-00160,PP242,146.688891314418
3324,13-00160,PRT062607,178.107822625236
3325,13-00160,Pazopanib (GW786034),200.607407312113
3326,13-00160,Pelitinib (EKB-569),159.061011879716
3329,13-00160,RAF265 (CHIR-265),160.763029034081
3331,13-00160,Regorafenib (BAY 73-4506),166.181480387585
3332,13-00160,Roscovitine (CYC-202),277.043601276536
3333,13-00160,Ruxolitinib (INCB018424),241.424897740517
3334,13-00160,S31-201,188.204912316621
3335,13-00160,SB-202190,142.708313242796
3336,13-00160,SB-203580,178.393464429774
3337,13-00160,SB-431542,188.276235849989
3338,13-00160,SGX-523,239.119997271759
3339,13-00160,SNS-032 (BMS-387032),84.6003621547987
3340,13-00160,STO609,235.910858377423
3341,13-00160,SU11274,184.245210571441
3342,13-00160,Saracatinib (AZD0530),161.13373948875
3343,13-00160,Selumetinib (AZD6244),218.095498325978
3344,13-00160,Sorafenib,185.893126409536
3345,13-00160,Staurosporine,206.770087293125
3347,13-00160,TG100-115,211.823949749503
3348,13-00160,TG101348,160.429639966069
3349,13-00160,Tandutinib (MLN518),200.600740511851
3350,13-00160,Tivozanib (AV-951),142.564125419322
3351,13-00160,Tofacitinib (CP-690550),166.034601186549
3352,13-00160,Tozasertib (VX-680),176.624601838196
3353,13-00160,Trametinib (GSK1120212),155.4330902376
3354,13-00160,VX-745,173.842277746023
3355,13-00160,Vandetanib (ZD6474),209.924412369628
3356,13-00160,Vargetef,177.296300149392
3357,13-00160,Vatalanib (PTK787),219.200098421353
3358,13-00160,Vismodegib (GDC-0449),286.220495831479
3359,13-00160,XAV-939,214.376861271914
3360,13-00160,YM-155,194.252655471029
3361,13-00160,p38 MAP Kinase Inhibitor,195.014838342744
3362,13-00186,17-AAG (Tanespimycin),153.714830297448
3363,13-00186,A-674563,214.293257324783
3364,13-00186,ABT-737,131.235581914596
3365,13-00186,AKT Inhibitor IV,154.702879103235
3366,13-00186,AMPK Inhibitor,209.975637313473
3367,13-00186,AT7519,158.589122819567
3368,13-00186,AZD1152-HQPA (AZD2811),213.380602534715
3369,13-00186,AZD1480,188.835222116302
3370,13-00186,Afatinib (BIBW-2992),135.964479844641
3371,13-00186,Alisertib (MLN8237),195.046427263053
3372,13-00186,Axitinib (AG-013736),162.043819880317
3373,13-00186,BEZ235,150.351663134542
3374,13-00186,BI-2536,133.931243761282
3375,13-00186,BMS-345541,193.960545386305
3376,13-00186,Bortezomib (Velcade),177.293569240963
3377,13-00186,Bosutinib (SKI-606),180.858561565118
3378,13-00186,CHIR-99021,276.375679442587
3379,13-00186,CI-1040 (PD184352),187.745562360382
3380,13-00186,CYT387,219.727285250831
3381,13-00186,Cabozantinib,169.73220661911
3382,13-00186,Canertinib (CI-1033),212.710174726042
3383,13-00186,Cediranib (AZD2171),219.818913828772
3385,13-00186,Crizotinib (PF-2341066),186.875021730826
3387,13-00186,Doramapimod (BIRB 796),189.83703760787
3388,13-00186,Dovitinib (CHIR-258),121.199409486454
3389,13-00186,Elesclomol,28.18398414108
3390,13-00186,Erlotinib,199.265220975377
3391,13-00186,Flavopiridol,120.09954067059
3392,13-00186,Foretinib (XL880),103.491574585187
3393,13-00186,GDC-0879,262.273668887385
3394,13-00186,GDC-0941,140.17811054109
3395,13-00186,GSK-1838705A,197.089570387826
3396,13-00186,GSK-1904529A,220.765282164872
3397,13-00186,GSK690693,181.067646608015
3398,13-00186,GW-2580,162.974504201797
3399,13-00186,Gefitinib,222.313573707317
3400,13-00186,Go6976,216.180219811274
3401,13-00186,H-89,193.260609844635
3402,13-00186,INK-128,91.8170780499031
3403,13-00186,Idelalisib,218.25839006311
3404,13-00186,Imatinib,216.5983312022
3405,13-00186,JAK Inhibitor I,167.569033733975
3406,13-00186,JNJ-38877605,209.283195885745
3407,13-00186,JNJ-7706621,233.051220764393
3408,13-00186,JNK Inhibitor II,229.718728645105
3409,13-00186,KI20227,179.316251210952
3410,13-00186,KN92,254.476386782584
3411,13-00186,KN93,266.33396645429
3412,13-00186,KU-55933,229.319205957378
3413,13-00186,KW-2449,177.827602110224
3414,13-00186,LY-333531,179.297759065536
3415,13-00186,LY294002,107.177404382509
3416,13-00186,Lapatinib,210.91337815241
3417,13-00186,Lestaurtinib (CEP-701),156.920511088754
3418,13-00186,Linifanib (ABT-869),194.812902762893
3419,13-00186,MGCD-265,202.329020732267
3420,13-00186,MK-2206,187.501400807721
3421,13-00186,MLN120B,196.996530855264
3422,13-00186,MLN8054,239.526885598526
3423,13-00186,Masitinib (AB-1010),182.717832703539
3424,13-00186,Midostaurin,136.083074503704
3425,13-00186,Motesanib (AMG-706),215.418657858595
3426,13-00186,NF-kB Activation Inhibitor,162.445828567584
3427,13-00186,NVP-ADW742,203.555204413913
3428,13-00186,NVP-TAE684,142.384033916037
3429,13-00186,Neratinib (HKI-272),123.70385620171
3431,13-00186,PD173955,189.041413632833
3432,13-00186,PHA-665752,177.76604830707
3433,13-00186,PHT-427,275.006586074415
3434,13-00186,PI-103,115.06262342061
3435,13-00186,PLX-4720,208.69165740017
3436,13-00186,PP2,189.376655042677
3437,13-00186,PP242,134.203231567741
3438,13-00186,PRT062607,168.445515046198
3440,13-00186,Pelitinib (EKB-569),166.712659953839
3443,13-00186,RAF265 (CHIR-265),164.904888426479
3445,13-00186,Regorafenib (BAY 73-4506),189.09737801959
3446,13-00186,Roscovitine (CYC-202),251.592423811599
3447,13-00186,Ruxolitinib (INCB018424),222.801397704526
3448,13-00186,S31-201,196.988729409137
3449,13-00186,SB-202190,203.547359317258
3450,13-00186,SB-203580,204.124981760517
3451,13-00186,SB-431542,230.704852428603
3452,13-00186,SGX-523,239.739775693907
3453,13-00186,SNS-032 (BMS-387032),108.256802536093
3454,13-00186,STO609,266.772584041296
3455,13-00186,SU11274,202.496226239638
3456,13-00186,Saracatinib (AZD0530),158.709128469893
3457,13-00186,Selumetinib (AZD6244),184.02118317721
3459,13-00186,Staurosporine,197.706053664602
3460,13-00186,Sunitinib,176.660410262117
3461,13-00186,TG100-115,214.906627466366
3462,13-00186,TG101348,146.256187518584
3463,13-00186,Tandutinib (MLN518),164.968396937616
3464,13-00186,Tivozanib (AV-951),155.066197689529
3465,13-00186,Tofacitinib (CP-690550),196.083737302417
3466,13-00186,Tozasertib (VX-680),229.157703968495
3467,13-00186,Trametinib (GSK1120212),133.263501620391
3468,13-00186,VX-745,177.276640268614
3469,13-00186,Vandetanib (ZD6474),213.648578190426
3470,13-00186,Vargetef,154.226162718024
